Timestamp,gyrX,gyrY,gyrZ
1579011922494,-0.0010681152,-0.0010681152,-0.0053253174
1579011922499,-0.0021362305,0.0,-0.004257202
1579011922505,-0.0021362305,0.0,-0.0063934326
1579011922510,0.0010681152,-0.0021362305,-0.004257202
1579011922515,-0.0010681152,-0.0010681152,-0.004257202
1579011922520,-0.0010681152,-0.0021362305,-0.003189087
1579011922525,-0.003189087,0.0,-0.004257202
1579011922529,-0.003189087,-0.0021362305,-0.004257202
1579011922535,-0.0010681152,-0.0021362305,-0.003189087
1579011922539,-0.0010681152,0.0,-0.004257202
1579011922545,-0.004257202,-0.0010681152,-0.004257202
1579011922550,-0.0021362305,-0.003189087,-0.004257202
1579011922555,-0.0021362305,-0.0021362305,-0.0063934326
1579011922561,-0.0053253174,0.0010681152,-0.004257202
1579011922566,-0.004257202,0.0,-0.003189087
1579011922571,-0.004257202,-0.0021362305,-0.004257202
1579011922576,-0.004257202,-0.0010681152,-0.003189087
1579011922581,-0.0053253174,0.0,-0.003189087
1579011922585,-0.003189087,0.0,-0.004257202
1579011922591,-0.0021362305,-0.0010681152,-0.0053253174
1579011922595,-0.003189087,-0.0010681152,-0.004257202
1579011922601,-0.004257202,-0.0010681152,-0.0063934326
1579011922606,-0.0021362305,-0.0021362305,-0.0063934326
1579011922611,-0.0053253174,-0.0021362305,-0.0053253174
1579011922616,-0.003189087,-0.0021362305,-0.003189087
1579011922621,-0.0021362305,0.0,-0.004257202
1579011922626,-0.0021362305,-0.0010681152,-0.0053253174
1579011922631,-0.0010681152,0.0,-0.004257202
1579011922637,-0.0021362305,0.0,-0.004257202
1579011922642,-0.003189087,-0.0010681152,-0.003189087
1579011922646,-0.004257202,-0.003189087,-0.003189087
1579011922651,-0.0010681152,-0.0021362305,-0.0053253174
1579011922656,-0.0021362305,0.0,-0.0063934326
1579011922661,-0.004257202,-0.0021362305,-0.0053253174
1579011922667,-0.0021362305,-0.0021362305,-0.003189087
1579011922672,-0.0021362305,0.0,-0.004257202
1579011922677,-0.0021362305,0.0,-0.003189087
1579011922682,0.0010681152,-0.003189087,-0.003189087
1579011922686,-0.0021362305,0.0,-0.003189087
1579011922692,-0.004257202,0.0,-0.003189087
1579011922696,-0.0021362305,-0.0053253174,-0.004257202
1579011922703,-0.0010681152,-0.003189087,-0.004257202
1579011922707,-0.0010681152,0.0,-0.0053253174
1579011922713,-0.0021362305,-0.0010681152,-0.004257202
1579011922717,-0.0021362305,-0.003189087,-0.0053253174
1579011922723,-0.003189087,-0.0053253174,-0.0063934326
1579011922728,-0.0053253174,-0.0021362305,-0.004257202
1579011922733,-0.004257202,0.0,-0.004257202
1579011922738,-0.003189087,-0.0021362305,-0.0053253174
1579011922742,-0.0021362305,-0.0010681152,-0.0053253174
1579011922748,-0.004257202,-0.0010681152,-0.0053253174
1579011922753,-0.004257202,-0.003189087,-0.003189087
1579011922757,-0.003189087,-0.0010681152,-0.004257202
1579011922763,-0.003189087,-0.0010681152,-0.0053253174
1579011922767,-0.0021362305,0.0,-0.0053253174
1579011922773,-0.0021362305,-0.0010681152,-0.004257202
1579011922778,-0.0021362305,-0.0010681152,-0.003189087
1579011922783,-0.0021362305,-0.0010681152,-0.0021362305
1579011922789,-0.003189087,0.0,-0.004257202
1579011922794,-0.003189087,-0.0010681152,-0.0053253174
1579011922798,-0.0021362305,-0.0010681152,-0.004257202
1579011922804,-0.0010681152,-0.003189087,-0.003189087
1579011922809,-0.0021362305,-0.003189087,-0.003189087
1579011922814,-0.0063934326,-0.0010681152,-0.004257202
1579011922819,-0.004257202,0.0,-0.004257202
1579011922824,-0.0021362305,-0.0010681152,-0.004257202
1579011922829,-0.0021362305,-0.0010681152,-0.0021362305
1579011922833,-0.003189087,-0.0021362305,-0.004257202
1579011922838,-0.004257202,-0.003189087,-0.0053253174
1579011922843,-0.004257202,-0.003189087,-0.003189087
1579011922850,-0.004257202,0.0,-0.004257202
1579011922855,-0.004257202,0.0,-0.0053253174
1579011922860,-0.003189087,-0.0010681152,-0.003189087
1579011922865,-0.0053253174,-0.0010681152,-0.003189087
1579011922870,-0.004257202,-0.0021362305,-0.004257202
1579011922875,-0.003189087,-0.0021362305,-0.0053253174
1579011922879,-0.0053253174,-0.0010681152,-0.004257202
1579011922885,-0.004257202,-0.003189087,-0.004257202
1579011922889,-0.0053253174,-0.0021362305,-0.0021362305
1579011922895,-0.003189087,-0.0021362305,-0.003189087
1579011922899,-0.0053253174,-0.0010681152,-0.0021362305
1579011922904,-0.0053253174,0.0,-0.004257202
1579011922910,-0.0053253174,-0.0021362305,-0.0053253174
1579011922914,-0.004257202,-0.003189087,-0.003189087
1579011922920,-0.004257202,-0.0021362305,-0.004257202
1579011922925,-0.0053253174,-0.0010681152,-0.003189087
1579011922931,-0.0053253174,-0.0021362305,-0.0053253174
1579011922935,-0.0053253174,-0.0021362305,-0.0053253174
1579011922941,-0.007461548,-0.0010681152,-0.003189087
1579011922946,-0.0053253174,0.0,-0.0053253174
1579011922950,-0.0021362305,-0.0021362305,-0.0063934326
1579011922956,-0.004257202,-0.0010681152,-0.0053253174
1579011922961,-0.004257202,-0.0021362305,-0.0021362305
1579011922966,-0.0021362305,-0.003189087,-0.003189087
1579011922971,-0.003189087,-0.003189087,-0.004257202
1579011922976,-0.003189087,-0.0021362305,-0.004257202
1579011922981,-0.004257202,-0.0010681152,-0.004257202
1579011922986,-0.003189087,-0.0010681152,-0.0053253174
1579011922990,-0.003189087,-0.003189087,-0.003189087
1579011922996,-0.004257202,-0.0010681152,-0.004257202
1579011923002,-0.003189087,-0.0010681152,-0.0053253174
1579011923007,-0.0021362305,-0.0010681152,-0.0053253174
1579011923012,-0.0021362305,-0.0021362305,-0.004257202
1579011923016,-0.0010681152,-0.0021362305,-0.004257202
1579011923021,-0.004257202,-0.0021362305,-0.0053253174
1579011923027,-0.003189087,-0.0010681152,-0.003189087
1579011923032,-0.0010681152,-0.0010681152,-0.003189087
1579011923037,-0.0010681152,-0.0021362305,-0.004257202
1579011923042,-0.004257202,-0.0021362305,-0.004257202
1579011923047,-0.003189087,-0.0021362305,-0.004257202
1579011923052,-0.004257202,-0.0010681152,-0.004257202
1579011923057,-0.0053253174,-0.0010681152,-0.003189087
1579011923062,-0.004257202,-0.0010681152,-0.0053253174
1579011923068,-0.0053253174,-0.0021362305,-0.003189087
1579011923073,-0.003189087,-0.003189087,-0.004257202
1579011923078,-0.0021362305,-0.0010681152,-0.004257202
1579011923083,-0.0010681152,0.0,-0.003189087
1579011923087,-0.003189087,-0.0021362305,-0.004257202
1579011923093,-0.003189087,-0.0010681152,-0.003189087
1579011923098,-0.0010681152,-0.0010681152,-0.004257202
1579011923103,-0.0021362305,-0.003189087,-0.003189087
1579011923108,-0.003189087,-0.0010681152,-0.003189087
1579011923113,-0.004257202,-0.0010681152,-0.003189087
1579011923118,-0.0021362305,-0.0010681152,-0.004257202
1579011923123,-0.0010681152,-0.003189087,-0.004257202
1579011923128,-0.0010681152,-0.0010681152,-0.0053253174
1579011923132,-0.0010681152,-0.0010681152,-0.004257202
1579011923139,-0.004257202,-0.004257202,-0.004257202
1579011923144,-0.003189087,-0.0021362305,-0.003189087
1579011923149,-0.0021362305,-0.0021362305,-0.0053253174
1579011923154,-0.0021362305,-0.003189087,-0.004257202
1579011923159,-0.0021362305,-0.0010681152,-0.0053253174
1579011923164,-0.004257202,0.0,-0.0053253174
1579011923169,-0.004257202,-0.003189087,-0.004257202
1579011923174,-0.004257202,-0.003189087,-0.004257202
1579011923178,-0.003189087,-0.0010681152,-0.0053253174
1579011923184,-0.0010681152,-0.0010681152,-0.0053253174
1579011923189,-0.004257202,0.0,-0.003189087
1579011923194,-0.0053253174,-0.0021362305,-0.003189087
1579011923199,-0.004257202,-0.0010681152,-0.0053253174
1579011923203,-0.004257202,0.0,-0.0053253174
1579011923209,-0.003189087,-0.0021362305,-0.004257202
1579011923215,-0.0021362305,-0.0010681152,-0.004257202
1579011923219,0.0,-0.0021362305,-0.0053253174
1579011923225,0.0,-0.003189087,-0.003189087
1579011923229,-0.0010681152,-0.0010681152,-0.004257202
1579011923235,-0.003189087,-0.0010681152,-0.0063934326
1579011923239,-0.003189087,-0.004257202,-0.003189087
1579011923244,-0.004257202,-0.003189087,-0.004257202
1579011923250,-0.0021362305,-0.003189087,-0.0021362305
1579011923255,-0.0021362305,-0.0010681152,-0.003189087
1579011923260,-0.0021362305,-0.0010681152,-0.004257202
1579011923264,-0.0021362305,-0.004257202,-0.004257202
1579011923270,0.0,-0.0021362305,-0.004257202
1579011923274,-0.004257202,-0.0010681152,-0.0053253174
1579011923280,-0.003189087,-0.0021362305,-0.0053253174
1579011923286,-0.0021362305,-0.0010681152,-0.0053253174
1579011923291,-0.0021362305,-0.0021362305,-0.004257202
1579011923296,-0.0021362305,-0.0010681152,-0.003189087
1579011923301,-0.0010681152,-0.0021362305,-0.004257202
1579011923306,-0.0010681152,-0.0010681152,-0.004257202
1579011923311,-0.0010681152,0.0,-0.004257202
1579011923315,-0.0021362305,-0.004257202,-0.004257202
1579011923320,-0.0021362305,-0.0010681152,-0.0053253174
1579011923326,-0.0021362305,0.0010681152,-0.0053253174
1579011923330,-0.0021362305,-0.0010681152,-0.004257202
1579011923335,0.0,0.0,-0.0021362305
1579011923341,0.0,-0.0010681152,-0.003189087
1579011923346,-0.0021362305,-0.0010681152,-0.003189087
1579011923350,-0.004257202,-0.0010681152,-0.0053253174
1579011923357,-0.0021362305,0.0,-0.0053253174
1579011923361,0.0,-0.0021362305,-0.0053253174
1579011923367,-0.0010681152,-0.004257202,-0.004257202
1579011923371,-0.0021362305,-0.003189087,-0.003189087
1579011923377,-0.0021362305,-0.003189087,-0.004257202
1579011923382,-0.0021362305,0.0,-0.0053253174
1579011923387,-0.0021362305,-0.0021362305,-0.004257202
1579011923391,-0.0021362305,-0.0021362305,-0.004257202
1579011923397,-0.003189087,-0.0021362305,-0.0053253174
1579011923401,-0.0021362305,-0.0010681152,-0.004257202
1579011923406,-0.0010681152,-0.0010681152,-0.004257202
1579011923412,-0.0021362305,-0.0021362305,-0.003189087
1579011923417,0.0,0.0,-0.004257202
1579011923422,0.004257202,0.0,-0.0053253174
1579011923426,0.0063934326,-0.0021362305,-0.004257202
1579011923433,0.0063934326,-0.003189087,-0.003189087
1579011923437,-0.0010681152,-0.0095825195,-0.004257202
1579011923443,-0.0053253174,-0.0021362305,-0.004257202
1579011923447,-0.0063934326,0.0095825195,-0.004257202
1579011923453,-0.008529663,0.008529663,-0.003189087
1579011923458,-0.004257202,-0.007461548,-0.004257202
1579011923462,-0.0010681152,-0.01171875,-0.0053253174
1579011923468,-0.0021362305,0.0,-0.0053253174
1579011923473,-0.003189087,0.004257202,-0.004257202
1579011923478,-0.004257202,-0.0010681152,-0.0010681152
1579011923482,-0.003189087,-0.004257202,-0.004257202
1579011923488,0.0021362305,0.0,-0.0053253174
1579011923492,0.0,-0.003189087,-0.004257202
1579011923498,-0.0010681152,-0.0063934326,-0.0053253174
1579011923503,-0.0010681152,-0.0010681152,-0.003189087
1579011923508,-0.003189087,0.004257202,-0.003189087
1579011923514,-0.0021362305,-0.0021362305,-0.004257202
1579011923519,0.0010681152,-0.0063934326,-0.0053253174
1579011923524,-0.0010681152,-0.0021362305,-0.0053253174
1579011923529,-0.003189087,0.0010681152,-0.004257202
1579011923534,0.0010681152,-0.003189087,-0.004257202
1579011923539,0.0010681152,-0.003189087,-0.004257202
1579011923544,-0.0021362305,0.0010681152,-0.004257202
1579011923548,-0.003189087,-0.0010681152,-0.0010681152
1579011923553,-0.0010681152,-0.004257202,-0.003189087
1579011923559,0.0,-0.004257202,-0.0063934326
1579011923564,-0.0021362305,-0.0021362305,-0.004257202
1579011923569,-0.0021362305,-0.0010681152,-0.003189087
1579011923575,-0.0021362305,-0.0010681152,-0.0053253174
1579011923580,-0.003189087,-0.0010681152,-0.004257202
1579011923584,-0.003189087,-0.0010681152,-0.004257202
1579011923590,-0.0010681152,-0.0010681152,-0.0021362305
1579011923595,-0.0021362305,-0.0010681152,-0.003189087
1579011923599,-0.0021362305,-0.004257202,-0.0053253174
1579011923605,-0.0021362305,-0.003189087,-0.004257202
1579011923609,-0.003189087,-0.0021362305,-0.0053253174
1579011923614,-0.003189087,-0.0010681152,-0.004257202
1579011923619,-0.0010681152,-0.0021362305,-0.003189087
1579011923624,-0.0021362305,-0.0021362305,-0.004257202
1579011923629,-0.0021362305,-0.0021362305,-0.0063934326
1579011923635,-0.003189087,-0.0010681152,-0.0021362305
1579011923639,-0.0010681152,-0.0010681152,-0.003189087
1579011923645,-0.003189087,-0.003189087,-0.003189087
1579011923650,-0.0021362305,-0.0021362305,-0.003189087
1579011923656,-0.0010681152,-0.003189087,-0.004257202
1579011923660,-0.0021362305,-0.0021362305,-0.004257202
1579011923666,-0.0021362305,-0.0010681152,-0.0053253174
1579011923670,-0.0021362305,-0.0010681152,-0.003189087
1579011923675,-0.0010681152,-0.0021362305,-0.004257202
1579011923680,-0.004257202,-0.0021362305,-0.004257202
1579011923686,0.0,-0.0021362305,-0.003189087
1579011923690,0.0,0.0,-0.003189087
1579011923695,0.0,-0.0010681152,-0.007461548
1579011923701,0.0,-0.0010681152,-0.0053253174
1579011923705,-0.003189087,-0.0010681152,-0.004257202
1579011923711,-0.0010681152,-0.0010681152,-0.0063934326
1579011923715,-0.0021362305,-0.0010681152,-0.0063934326
1579011923722,-0.004257202,-0.0010681152,-0.0053253174
1579011923727,-0.003189087,-0.0010681152,-0.003189087
1579011923731,-0.003189087,-0.0021362305,-0.003189087
1579011923736,-0.003189087,-0.003189087,-0.0053253174
1579011923742,-0.003189087,-0.003189087,-0.004257202
1579011923746,-0.003189087,-0.003189087,-0.004257202
1579011923752,-0.0010681152,-0.003189087,-0.004257202
1579011923756,-0.003189087,-0.0021362305,-0.004257202
1579011923762,-0.0010681152,-0.0010681152,-0.004257202
1579011923767,0.0,-0.0021362305,-0.004257202
1579011923772,-0.0021362305,-0.0010681152,-0.0053253174
1579011923777,-0.004257202,-0.0021362305,-0.004257202
1579011923782,-0.0021362305,-0.0021362305,-0.0053253174
1579011923787,-0.0021362305,-0.003189087,-0.0053253174
1579011923793,-0.0010681152,-0.003189087,-0.0053253174
1579011923798,-0.0010681152,-0.0010681152,-0.003189087
1579011923803,-0.003189087,0.0,-0.003189087
1579011923808,-0.003189087,-0.0021362305,-0.0053253174
1579011923812,-0.0010681152,-0.0021362305,-0.003189087
1579011923818,0.0,-0.0021362305,-0.003189087
1579011923823,-0.003189087,-0.0010681152,-0.004257202
1579011923827,-0.003189087,-0.003189087,-0.0053253174
1579011923832,-0.0010681152,-0.0021362305,-0.003189087
1579011923838,-0.003189087,-0.0010681152,-0.004257202
1579011923842,-0.003189087,-0.0021362305,-0.004257202
1579011923848,-0.004257202,-0.0021362305,-0.004257202
1579011923852,-0.004257202,-0.0021362305,-0.004257202
1579011923858,-0.0021362305,-0.0021362305,-0.003189087
1579011923862,-0.004257202,-0.003189087,-0.004257202
1579011923869,-0.003189087,-0.0010681152,-0.0063934326
1579011923874,-0.003189087,-0.0021362305,-0.0063934326
1579011923879,-0.003189087,-0.0021362305,-0.004257202
1579011923884,0.0,-0.0021362305,-0.004257202
1579011923889,0.0,-0.0010681152,-0.004257202
1579011923893,-0.003189087,-0.0021362305,-0.003189087
1579011923899,-0.003189087,-0.0010681152,-0.004257202
1579011923904,-0.003189087,0.0,-0.004257202
1579011923909,-0.003189087,-0.0021362305,-0.0053253174
1579011923914,-0.0021362305,-0.0021362305,-0.004257202
1579011923918,-0.0010681152,-0.003189087,-0.0053253174
1579011923924,-0.003189087,-0.0021362305,-0.003189087
1579011923929,-0.004257202,-0.0010681152,-0.004257202
1579011923934,-0.0021362305,-0.0010681152,-0.003189087
1579011923939,-0.0021362305,0.0,-0.004257202
1579011923945,-0.003189087,-0.0010681152,-0.0053253174
1579011923950,-0.003189087,-0.0021362305,-0.0053253174
1579011923954,-0.003189087,-0.003189087,-0.0053253174
1579011923959,-0.003189087,-0.0010681152,-0.0053253174
1579011923965,-0.004257202,-0.0010681152,-0.004257202
1579011923969,-0.004257202,-0.0010681152,-0.0010681152
1579011923975,-0.0010681152,0.0,-0.004257202
1579011923979,-0.003189087,-0.0010681152,-0.004257202
1579011923985,-0.0021362305,-0.0010681152,-0.004257202
1579011923989,-0.003189087,-0.0010681152,-0.003189087
1579011923995,-0.003189087,-0.0010681152,-0.003189087
1579011923999,0.0,-0.003189087,-0.004257202
1579011924005,0.0,-0.003189087,-0.0053253174
1579011924011,-0.0010681152,-0.0021362305,-0.004257202
1579011924015,-0.0021362305,-0.003189087,-0.0053253174
1579011924021,-0.004257202,-0.0053253174,-0.0063934326
1579011924026,-0.004257202,-0.003189087,-0.0053253174
1579011924031,-0.004257202,0.0,-0.003189087
1579011924036,-0.0021362305,-0.0021362305,-0.004257202
1579011924040,-0.0021362305,-0.0021362305,-0.004257202
1579011924046,-0.003189087,-0.0021362305,-0.004257202
1579011924050,-0.0021362305,-0.003189087,-0.003189087
1579011924055,-0.004257202,-0.0010681152,-0.003189087
1579011924061,-0.0053253174,-0.0021362305,-0.0053253174
1579011924066,-0.003189087,-0.0021362305,-0.0053253174
1579011924071,-0.004257202,-0.0021362305,-0.004257202
1579011924076,-0.003189087,-0.0021362305,-0.0053253174
1579011924081,-0.0010681152,-0.0010681152,-0.0053253174
1579011924086,-0.003189087,-0.0021362305,-0.0053253174
1579011924092,-0.004257202,-0.0021362305,-0.0053253174
1579011924096,-0.004257202,-0.0021362305,-0.0063934326
1579011924101,-0.004257202,-0.0010681152,-0.0053253174
1579011924107,-0.0053253174,-0.0021362305,-0.0053253174
1579011924111,-0.003189087,0.0,-0.0053253174
1579011924117,-0.003189087,-0.0010681152,-0.0053253174
1579011924122,-0.003189087,-0.0010681152,-0.0053253174
1579011924127,-0.004257202,-0.0010681152,-0.004257202
1579011924132,-0.0021362305,-0.0021362305,-0.0053253174
1579011924137,-0.0010681152,-0.0021362305,-0.004257202
1579011924142,-0.003189087,-0.0010681152,-0.003189087
1579011924147,-0.003189087,-0.0010681152,-0.004257202
1579011924152,-0.003189087,-0.003189087,-0.004257202
1579011924157,-0.003189087,-0.003189087,-0.004257202
1579011924162,-0.004257202,-0.0021362305,-0.004257202
1579011924168,-0.004257202,-0.0021362305,-0.0053253174
1579011924173,-0.003189087,-0.0021362305,-0.004257202
1579011924178,-0.003189087,-0.0021362305,-0.0063934326
1579011924182,-0.0053253174,-0.0021362305,-0.0063934326
1579011924188,-0.004257202,-0.003189087,-0.0053253174
1579011924193,-0.003189087,-0.003189087,-0.0053253174
1579011924198,-0.0021362305,-0.0010681152,-0.0053253174
1579011924203,-0.0021362305,-0.0010681152,-0.0053253174
1579011924208,-0.0021362305,-0.0010681152,-0.003189087
1579011924212,-0.003189087,-0.0021362305,-0.0053253174
1579011924217,-0.003189087,-0.003189087,-0.004257202
1579011924223,-0.003189087,-0.0021362305,-0.0021362305
1579011924229,-0.004257202,0.0,-0.004257202
1579011924233,-0.004257202,-0.003189087,-0.0053253174
1579011924239,-0.004257202,-0.0021362305,-0.004257202
1579011924244,-0.004257202,-0.0010681152,-0.004257202
1579011924249,-0.004257202,-0.0021362305,-0.004257202
1579011924254,-0.0021362305,-0.003189087,-0.0053253174
1579011924259,-0.003189087,-0.003189087,-0.004257202
1579011924264,-0.003189087,-0.0021362305,-0.004257202
1579011924269,-0.0021362305,-0.003189087,-0.004257202
1579011924273,-0.0021362305,-0.003189087,-0.0053253174
1579011924278,-0.0021362305,-0.003189087,-0.004257202
1579011924284,-0.0021362305,-0.0021362305,-0.003189087
1579011924288,-0.003189087,-0.0021362305,-0.004257202
1579011924293,-0.003189087,-0.0021362305,-0.0063934326
1579011924298,-0.004257202,-0.0021362305,-0.004257202
1579011924305,-0.003189087,-0.0010681152,-0.004257202
1579011924310,-0.003189087,-0.0010681152,-0.0053253174
1579011924314,-0.0021362305,-0.0021362305,-0.0063934326
1579011924319,-0.003189087,-0.0010681152,-0.003189087
1579011924324,-0.0053253174,-0.0010681152,-0.003189087
1579011924330,-0.0053253174,-0.004257202,-0.003189087
1579011924334,-0.003189087,-0.0010681152,-0.004257202
1579011924340,-0.004257202,0.0021362305,-0.0053253174
1579011924345,-0.004257202,-0.004257202,-0.0053253174
1579011924350,-0.003189087,-0.003189087,-0.004257202
1579011924355,-0.0010681152,0.0010681152,-0.004257202
1579011924360,-0.004257202,-0.0021362305,-0.004257202
1579011924365,-0.0021362305,-0.003189087,-0.004257202
