Timestamp,accX,accY,accZ
1579011922456,-0.31880188,0.21809387,9.969299000000001
1579011922461,-0.34513855,0.18696594,9.832825
1579011922466,-0.30444336,0.23245239999999998,9.751434
1579011922471,-0.30444336,0.23005676,9.777771000000001
1579011922475,-0.28050232,0.2252655,9.813675
1579011922482,-0.30204773,0.23963928,9.899872
1579011922487,-0.32598877,0.24203491,9.897476
1579011922492,-0.33557129999999996,0.22286987,9.804092
1579011922496,-0.33557129999999996,0.21569824,9.780151
1579011922501,-0.30444336,0.2252655,9.804092
1579011922507,-0.2996521,0.23963928,9.823257
1579011922512,-0.3283844,0.23484802,9.904663000000001
1579011922517,-0.3283844,0.22286987,9.91423
1579011922522,-0.31880188,0.20372010000000002,9.8471985
1579011922527,-0.28529358,0.22286987,9.799316000000001
1579011922531,-0.2924652,0.21090698,9.804092
1579011922537,-0.2996521,0.20611572,9.830428999999999
1579011922541,-0.2924652,0.21090698,9.854385
1579011922547,-0.31401062,0.23005676,9.873535
1579011922553,-0.29725647,0.21569824,9.828049
1579011922558,-0.2996521,0.22766113,9.813675
1579011922563,-0.2924652,0.22766113,9.816071
1579011922567,-0.29006958,0.20372010000000002,9.844803
1579011922572,-0.28050232,0.2204895,9.863953
1579011922578,-0.2924652,0.20132446,9.849594
1579011922583,-0.31163025,0.22286987,9.837616
1579011922587,-0.31880188,0.23484802,9.7921295
1579011922593,-0.29486084,0.21809387,9.794525
1579011922598,-0.28529358,0.22286987,9.806488
1579011922602,-0.31163025,0.21809387,9.751434
1579011922608,-0.33078003,0.2252655,9.911835
1579011922613,-0.33317566,0.21809387,10.017180999999999
1579011922617,-0.33557129999999996,0.19653320000000002,9.830428999999999
1579011922624,-0.3283844,0.18457031,9.646088
1579011922629,-0.2924652,0.20132446,9.670029
1579011922633,-0.27571106,0.23724365,9.964508
1579011922639,-0.33317566,0.21090698,10.050705
1579011922643,-0.30444336,0.21809387,9.942963
1579011922648,-0.31163025,0.23484802,9.768188
1579011922653,-0.28529358,0.26358032,9.567078
1579011922659,-0.31163025,0.2204895,9.705933
1579011922663,-0.30204773,0.18936157,10.112946
1579011922668,-0.29725647,0.2204895,10.112946
1579011922674,-0.2996521,0.21569824,9.7921295
1579011922679,-0.28529358,0.2252655,9.552703999999999
1579011922684,-0.28767395,0.23724365,9.658050999999999
1579011922688,-0.28529358,0.2204895,9.928604
1579011922693,-0.33078003,0.2252655,10.103378
1579011922699,-0.31640625,0.21569824,9.921417
1579011922704,-0.2996521,0.26358032,9.717911
1579011922710,-0.29486084,0.24443054,9.729874
1579011922715,-0.32359314,0.23245239999999998,9.823257
1579011922719,-0.30923462,0.23484802,9.909439
1579011922725,-0.30204773,0.22766113,9.957321
1579011922730,-0.33078003,0.23963928,9.868744
1579011922735,-0.33317566,0.21809387,9.770584
1579011922740,-0.28050232,0.2204895,9.739456
1579011922744,-0.30444336,0.23005676,9.777771000000001
1579011922749,-0.2781067,0.21330261,9.885498
1579011922755,-0.31163025,0.24443054,9.928604
1579011922759,-0.31880188,0.21090698,9.911835
1579011922765,-0.29486084,0.22766113,9.7921295
1579011922771,-0.2996521,0.21090698,9.720305999999999
1579011922775,-0.306839,0.21809387,9.775375
1579011922780,-0.28050232,0.21090698,9.849594
1579011922786,-0.28767395,0.20132446,9.899872
1579011922791,-0.30204773,0.20372010000000002,9.830428999999999
1579011922795,-0.2996521,0.21569824,9.816071
1579011922801,-0.31163025,0.21330261,9.775375
1579011922806,-0.30923462,0.21330261,9.816071
1579011922811,-0.28767395,0.2539978,9.842407000000001
1579011922816,-0.32119749999999997,0.24920654,9.854385
1579011922821,-0.32359314,0.20372010000000002,9.880707000000001
1579011922826,-0.33078003,0.23005676,9.823257
1579011922830,-0.3283844,0.23245239999999998,9.799316000000001
1579011922835,-0.31640625,0.24681091,9.840012
1579011922840,-0.32598877,0.25639343,9.863953
1579011922846,-0.34513855,0.2204895,9.851989999999999
1579011922852,-0.34992979999999996,0.23005676,9.811278999999999
1579011922857,-0.30204773,0.21569824,9.768188
1579011922862,-0.28050232,0.23484802,9.784943
1579011922867,-0.29725647,0.23245239999999998,9.811278999999999
1579011922871,-0.2996521,0.21330261,9.811278999999999
1579011922877,-0.28529358,0.2252655,9.856766
1579011922881,-0.31640625,0.23724365,9.820862
1579011922887,-0.31163025,0.24681091,9.825652999999999
1579011922891,-0.29725647,0.23724365,9.844803
1579011922896,-0.2996521,0.23005676,9.859161
1579011922901,-0.2996521,0.2252655,9.863953
1579011922907,-0.31401062,0.22286987,9.859161
1579011922912,-0.32119749999999997,0.21330261,9.83522
1579011922917,-0.306839,0.21330261,9.861557000000001
1579011922923,-0.2996521,0.21809387,9.851989999999999
1579011922927,-0.30444336,0.23245239999999998,9.816071
1579011922933,-0.2781067,0.23005676,9.808883999999999
1579011922938,-0.32598877,0.23005676,9.820862
1579011922943,-0.31880188,0.23245239999999998,9.789734
1579011922948,-0.31163025,0.21809387,9.825652999999999
1579011922952,-0.32119749999999997,0.20611572,9.823257
1579011922957,-0.32598877,0.21090698,9.842407000000001
1579011922963,-0.30204773,0.21809387,9.832825
1579011922967,-0.306839,0.21569824,9.854385
1579011922973,-0.29006958,0.20611572,9.840012
1579011922978,-0.30923462,0.23724365,9.823257
1579011922983,-0.29486084,0.24203491,9.799316000000001
1579011922988,-0.29725647,0.22766113,9.856766
1579011922994,-0.2924652,0.20372010000000002,9.880707000000001
1579011922999,-0.306839,0.2204895,9.854385
1579011923004,-0.32598877,0.22766113,9.83522
1579011923009,-0.28767395,0.21090698,9.844803
1579011923014,-0.2924652,0.21090698,9.828049
1579011923019,-0.32119749999999997,0.20851135,9.828049
1579011923023,-0.31401062,0.2252655,9.828049
1579011923028,-0.30204773,0.21809387,9.844803
1579011923034,-0.31880188,0.23484802,9.842407000000001
1579011923039,-0.2924652,0.22286987,9.854385
1579011923044,-0.32119749999999997,0.23963928,9.830428999999999
1579011923049,-0.32359314,0.23963928,9.840012
1579011923054,-0.3283844,0.23245239999999998,9.83522
1579011923060,-0.34992979999999996,0.2252655,9.830428999999999
1579011923065,-0.30204773,0.22766113,9.823257
1579011923070,-0.30923462,0.23963928,9.794525
1579011923074,-0.29006958,0.22286987,9.842407000000001
1579011923080,-0.2924652,0.22286987,9.777771000000001
1579011923085,-0.28767395,0.19892883,9.808883999999999
1579011923089,-0.2996521,0.20372010000000002,9.861557000000001
1579011923094,-0.31880188,0.20372010000000002,9.816071
1579011923100,-0.2924652,0.23963928,9.811278999999999
1579011923104,-0.2996521,0.20611572,9.885498
1579011923110,-0.29486084,0.18457031,9.840012
1579011923115,-0.31401062,0.21809387,9.775375
1579011923120,-0.306839,0.18936157,9.830428999999999
1579011923124,-0.29006958,0.19415283,9.837616
1579011923130,-0.26612854,0.18696594,9.808883999999999
1579011923135,-0.28289795,0.18936157,9.849594
1579011923141,-0.31880188,0.18936157,9.837616
1579011923146,-0.30444336,0.19175720000000002,9.828049
1579011923151,-0.31640625,0.20132446,9.863953
1579011923156,-0.31401062,0.21090698,9.842407000000001
1579011923161,-0.28289795,0.18696594,9.823257
1579011923166,-0.306839,0.21090698,9.811278999999999
1579011923171,-0.32359314,0.26597595,9.813675
1579011923176,-0.31401062,0.2252655,9.811278999999999
1579011923180,-0.30444336,0.23245239999999998,9.7921295
1579011923186,-0.34753418,0.21809387,9.825652999999999
1579011923191,-0.34992979999999996,0.23963928,9.871139999999999
1579011923196,-0.32359314,0.22766113,9.863953
1579011923201,-0.2996521,0.2252655,9.832825
1579011923206,-0.2996521,0.22286987,9.840012
1579011923212,-0.30444336,0.20611572,9.837616
1579011923217,-0.31640625,0.20132446,9.849594
1579011923222,-0.29006958,0.21569824,9.83522
1579011923227,-0.28767395,0.21569824,9.828049
1579011923231,-0.2924652,0.21090698,9.837616
1579011923237,-0.29006958,0.19175720000000002,9.840012
1579011923241,-0.29486084,0.23245239999999998,9.794525
1579011923246,-0.29486084,0.21090698,9.832825
1579011923252,-0.28767395,0.21090698,9.859161
1579011923257,-0.29725647,0.2252655,9.861557000000001
1579011923262,-0.29006958,0.20851135,9.842407000000001
1579011923266,-0.2781067,0.20611572,9.816071
1579011923272,-0.30204773,0.22286987,9.799316000000001
1579011923277,-0.30444336,0.23484802,9.828049
1579011923283,-0.32598877,0.21569824,9.842407000000001
1579011923288,-0.30923462,0.24681091,9.816071
1579011923293,-0.30923462,0.24443054,9.816071
1579011923297,-0.31640625,0.23245239999999998,9.828049
1579011923303,-0.33078003,0.2252655,9.823257
1579011923308,-0.30444336,0.24203491,9.820862
1579011923313,-0.30923462,0.2252655,9.842407000000001
1579011923318,-0.2924652,0.19175720000000002,9.825652999999999
1579011923323,-0.29486084,0.21090698,9.816071
1579011923328,-0.306839,0.21330261,9.808883999999999
1579011923333,-0.30444336,0.21330261,9.832825
1579011923337,-0.30923462,0.22286987,9.849594
1579011923343,-0.31163025,0.22766113,9.832825
1579011923347,-0.28529358,0.23005676,9.844803
1579011923353,-0.28767395,0.20851135,9.83522
1579011923359,-0.29725647,0.21330261,9.813675
1579011923363,-0.29486084,0.19892883,9.820862
1579011923369,-0.33317566,0.2252655,9.844803
1579011923374,-0.29725647,0.22286987,9.854385
1579011923379,-0.29486084,0.19892883,9.830428999999999
1579011923384,-0.2924652,0.20132446,9.818466
1579011923389,-0.29725647,0.19892883,9.842407000000001
1579011923393,-0.31401062,0.21330261,9.840012
1579011923399,-0.2924652,0.22286987,9.830428999999999
1579011923404,-0.29486084,0.24681091,9.818466
1579011923409,-0.31163025,0.23724365,9.828049
1579011923414,-0.32598877,0.19175720000000002,9.816071
1579011923419,-0.31401062,0.19653320000000002,9.794525
1579011923424,-0.28529358,0.21809387,9.722702
1579011923430,-0.28050232,0.23245239999999998,9.586227000000001
1579011923435,-0.32359314,0.23963928,9.732269
1579011923440,-0.31880188,0.22286987,10.263794
1579011923444,-0.2781067,0.21809387,10.436172500000001
1579011923450,-0.30444336,0.22286987,9.93338
1579011923455,-0.30204773,0.19892883,9.454544
1579011923460,-0.34274292,0.21090698,9.514403999999999
1579011923464,-0.30444336,0.22766113,9.861557000000001
1579011923470,-0.28529358,0.21330261,9.830428999999999
1579011923475,-0.33317566,0.21809387,9.691574000000001
1579011923480,-0.32598877,0.18696594,9.8471985
1579011923485,-0.28767395,0.20132446,10.017180999999999
1579011923490,-0.2924652,0.23005676,9.895081
1579011923495,-0.306839,0.23963928,9.818466
1579011923501,-0.29486084,0.22286987,9.935775999999999
1579011923506,-0.2924652,0.26837158,9.837616
1579011923510,-0.33557129999999996,0.26597595,9.715515
1579011923515,-0.31163025,0.20851135,9.7921295
1579011923521,-0.31880188,0.20132446,9.890289
1579011923525,-0.31401062,0.19892883,9.873535
1579011923531,-0.31401062,0.1630249,9.825652999999999
1579011923536,-0.33078003,0.19175720000000002,9.816071
1579011923541,-0.29486084,0.20372010000000002,9.859161
1579011923546,-0.28767395,0.23963928,9.840012
1579011923550,-0.30204773,0.24443054,9.842407000000001
1579011923556,-0.26612854,0.2539978,9.875931
1579011923561,-0.2637329,0.25639343,9.8471985
1579011923566,-0.26852417,0.22766113,9.871139999999999
1579011923572,-0.2924652,0.20132446,9.823257
1579011923577,-0.28050232,0.19653320000000002,9.799316000000001
1579011923582,-0.30444336,0.19415283,9.828049
1579011923586,-0.33796692,0.18696594,9.844803
1579011923592,-0.31640625,0.20851135,9.851989999999999
1579011923597,-0.30444336,0.22286987,9.863953
1579011923601,-0.30204773,0.24681091,9.890289
1579011923607,-0.31401062,0.24920654,9.854385
1579011923611,-0.32359314,0.25639343,9.796921000000001
1579011923616,-0.32598877,0.25878906,9.806488
1579011923621,-0.34992979999999996,0.2204895,9.849594
1579011923627,-0.31401062,0.2204895,9.861557000000001
1579011923631,-0.30923462,0.19415283,9.856766
1579011923637,-0.32119749999999997,0.20372010000000002,9.851989999999999
1579011923642,-0.29486084,0.19892883,9.849594
1579011923647,-0.28529358,0.2204895,9.859161
1579011923652,-0.29486084,0.25639343,9.868744
1579011923658,-0.29486084,0.26597595,9.875931
1579011923662,-0.28767395,0.2252655,9.842407000000001
1579011923667,-0.2996521,0.21330261,9.828049
1579011923672,-0.33317566,0.20611572,9.818466
1579011923677,-0.2924652,0.20372010000000002,9.861557000000001
1579011923683,-0.2924652,0.21809387,9.808883999999999
1579011923688,-0.29725647,0.19892883,9.806488
1579011923692,-0.29725647,0.2204895,9.851989999999999
1579011923697,-0.28767395,0.22286987,9.849594
1579011923703,-0.29486084,0.2252655,9.871139999999999
1579011923707,-0.306839,0.24920654,9.856766
1579011923714,-0.28767395,0.23484802,9.820862
1579011923718,-0.28529358,0.23245239999999998,9.866348
1579011923724,-0.29486084,0.19892883,9.856766
1579011923729,-0.28289795,0.18696594,9.844803
1579011923733,-0.2709198,0.23005676,9.868744
1579011923738,-0.29486084,0.21330261,9.842407000000001
1579011923744,-0.2996521,0.19653320000000002,9.7921295
1579011923748,-0.2996521,0.2252655,9.825652999999999
1579011923754,-0.30444336,0.24443054,9.816071
1579011923758,-0.30923462,0.22766113,9.859161
1579011923763,-0.31640625,0.24203491,9.851989999999999
1579011923768,-0.30204773,0.21330261,9.830428999999999
1579011923774,-0.31401062,0.24681091,9.830428999999999
1579011923779,-0.31401062,0.23724365,9.856766
1579011923784,-0.29006958,0.2204895,9.837616
1579011923789,-0.31163025,0.21090698,9.813675
1579011923795,-0.32359314,0.21330261,9.842407000000001
1579011923800,-0.30204773,0.23005676,9.8471985
1579011923805,-0.306839,0.24203491,9.820862
1579011923810,-0.2996521,0.23724365,9.828049
1579011923814,-0.32598877,0.25639343,9.823257
1579011923820,-0.30444336,0.23963928,9.828049
1579011923825,-0.30444336,0.21569824,9.825652999999999
1579011923830,-0.32359314,0.22286987,9.840012
1579011923834,-0.30204773,0.21569824,9.806488
1579011923840,-0.30204773,0.19175720000000002,9.816071
1579011923844,-0.32598877,0.20611572,9.849594
1579011923850,-0.32598877,0.19415283,9.765792999999999
1579011923854,-0.30923462,0.19415283,9.832825
1579011923860,-0.28529358,0.19415283,9.859161
1579011923865,-0.29725647,0.21330261,9.871139999999999
1579011923871,-0.2996521,0.22286987,9.849594
1579011923876,-0.26852417,0.22286987,9.818466
1579011923881,-0.27571106,0.23005676,9.873535
1579011923886,-0.28529358,0.21569824,9.8471985
1579011923890,-0.31640625,0.21809387,9.832825
1579011923896,-0.32598877,0.22766113,9.828049
1579011923901,-0.29725647,0.2539978,9.840012
1579011923906,-0.29725647,0.24681091,9.866348
1579011923910,-0.31163025,0.24203491,9.849594
1579011923916,-0.33557129999999996,0.24443054,9.828049
1579011923921,-0.31640625,0.23245239999999998,9.851989999999999
1579011923926,-0.306839,0.23484802,9.856766
1579011923931,-0.32598877,0.24681091,9.875931
1579011923937,-0.30923462,0.23245239999999998,9.851989999999999
1579011923941,-0.30923462,0.23245239999999998,9.777771000000001
1579011923947,-0.31401062,0.21569824,9.832825
1579011923952,-0.2996521,0.21569824,9.840012
1579011923957,-0.28050232,0.22286987,9.83522
1579011923961,-0.29725647,0.24443054,9.808883999999999
1579011923967,-0.34753418,0.24443054,9.875931
1579011923971,-0.29725647,0.21809387,9.899872
1579011923977,-0.28289795,0.21569824,9.804092
1579011923981,-0.30444336,0.23963928,9.806488
1579011923987,-0.30204773,0.18217468,9.873535
1579011923991,-0.28767395,0.2204895,9.851989999999999
1579011923997,-0.31163025,0.23005676,9.799316000000001
1579011924002,-0.32119749999999997,0.19175720000000002,9.801712
1579011924008,-0.2924652,0.2252655,9.849594
1579011924012,-0.29486084,0.2252655,9.830428999999999
1579011924018,-0.2996521,0.2252655,9.83522
1579011924022,-0.31880188,0.24443054,9.849594
1579011924028,-0.28529358,0.25878906,9.851989999999999
1579011924033,-0.31640625,0.23005676,9.856766
1579011924038,-0.3283844,0.23245239999999998,9.859161
1579011924043,-0.2996521,0.21569824,9.856766
1579011924048,-0.30923462,0.24681091,9.832825
1579011924053,-0.31163025,0.23484802,9.811278999999999
1579011924058,-0.32119749999999997,0.20132446,9.806488
1579011924063,-0.31880188,0.21330261,9.830428999999999
1579011924067,-0.33317566,0.22766113,9.83522
1579011924073,-0.31163025,0.21090698,9.787338
1579011924078,-0.30923462,0.2252655,9.856766
1579011924084,-0.30444336,0.23724365,9.873535
1579011924089,-0.2996521,0.23005676,9.878326
1579011924094,-0.27571106,0.23484802,9.820862
1579011924098,-0.26612854,0.23245239999999998,9.825652999999999
1579011924104,-0.30444336,0.20851135,9.863953
1579011924108,-0.2924652,0.21809387,9.849594
1579011924113,-0.29486084,0.24203491,9.830428999999999
1579011924119,-0.30923462,0.22286987,9.8471985
1579011924124,-0.29486084,0.21090698,9.842407000000001
1579011924128,-0.28289795,0.22766113,9.816071
1579011924134,-0.31401062,0.22766113,9.801712
1579011924138,-0.30923462,0.22286987,9.830428999999999
1579011924144,-0.31163025,0.21809387,9.837616
1579011924150,-0.30923462,0.18457031,9.811278999999999
1579011924155,-0.30204773,0.18936157,9.825652999999999
1579011924160,-0.31880188,0.22286987,9.840012
1579011924164,-0.31163025,0.23963928,9.842407000000001
1579011924170,-0.28529358,0.2204895,9.873535
1579011924175,-0.28767395,0.23005676,9.878326
1579011924179,-0.30923462,0.19415283,9.842407000000001
1579011924185,-0.29006958,0.23724365,9.837616
1579011924190,-0.28767395,0.24920654,9.820862
1579011924195,-0.2924652,0.21330261,9.811278999999999
1579011924200,-0.31401062,0.20132446,9.837616
1579011924205,-0.31401062,0.20851135,9.856766
1579011924210,-0.30444336,0.21809387,9.818466
1579011924214,-0.32119749999999997,0.21090698,9.83522
1579011924220,-0.31880188,0.21330261,9.823257
1579011924225,-0.31163025,0.21809387,9.871139999999999
1579011924231,-0.28767395,0.25160217,9.842407000000001
1579011924235,-0.29486084,0.22286987,9.842407000000001
1579011924241,-0.30444336,0.2204895,9.856766
1579011924246,-0.306839,0.23245239999999998,9.854385
1579011924251,-0.28767395,0.2252655,9.863953
1579011924255,-0.29725647,0.19653320000000002,9.828049
1579011924261,-0.31401062,0.20851135,9.813675
1579011924266,-0.30444336,0.23724365,9.859161
1579011924271,-0.30204773,0.20851135,9.837616
1579011924275,-0.30444336,0.23005676,9.784943
1579011924281,-0.306839,0.2204895,9.866348
1579011924286,-0.31880188,0.21569824,9.83522
1579011924291,-0.306839,0.2204895,9.811278999999999
1579011924296,-0.31880188,0.21809387,9.880707000000001
1579011924302,-0.306839,0.21330261,9.823257
1579011924307,-0.29486084,0.23005676,9.825652999999999
1579011924312,-0.30204773,0.20132446,9.849594
1579011924316,-0.2924652,0.21330261,9.861557000000001
1579011924321,-0.2996521,0.2204895,9.820862
1579011924327,-0.2924652,0.2204895,9.806488
1579011924332,-0.30204773,0.23963928,9.878326
1579011924336,-0.2996521,0.22286987,9.880707000000001
1579011924342,-0.30204773,0.23724365,9.686783
1579011924347,-0.32359314,0.21090698,9.851989999999999
1579011924352,-0.32359314,0.23245239999999998,9.907043
1579011924357,-0.30204773,0.24443054,9.789734
1579011924362,-0.3283844,0.22766113,9.784943
1579011924367,-0.3283844,0.21569824,9.880707000000001
1579011924372,-0.29486084,0.21809387,9.875931
1579011924378,-0.30923462,0.20851135,9.830428999999999
1579011924383,-0.2924652,0.23005676,9.842407000000001
1579011924388,-0.27571106,0.23005676,9.854385
1579011924392,-0.26852417,0.23963928,9.818466
1579011924397,-0.28289795,0.20611572,9.825652999999999
1579011924403,-0.28289795,0.18217468,9.844803
1579011924407,-0.27571106,0.20132446,9.83522
1579011924413,-0.29006958,0.20132446,9.866348
1579011924418,-0.28050232,0.19653320000000002,9.823257
1579011924423,-0.2996521,0.19892883,9.801712
1579011924428,-0.30444336,0.2204895,9.873535
1579011924432,-0.2996521,0.23245239999999998,9.842407000000001
1579011924437,-0.31640625,0.23484802,9.830428999999999
1579011924444,-0.29486084,0.21809387,9.844803
1579011924449,-0.29486084,0.21330261,9.849594
1579011924454,-0.29725647,0.21569824,9.832825
1579011924459,-0.32119749999999997,0.23484802,9.816071
1579011924463,-0.30204773,0.24920654,9.844803
1579011924468,-0.31401062,0.21569824,9.842407000000001
1579011924473,-0.29486084,0.20372010000000002,9.816071
1579011924479,-0.2996521,0.23484802,9.789734
1579011924484,-0.29006958,0.2252655,9.873535
1579011924488,-0.32119749999999997,0.24920654,9.859161
1579011924493,-0.32119749999999997,0.2539978,9.849594
1579011924499,-0.29006958,0.22286987,9.866348
1579011924503,-0.31163025,0.24203491,9.851989999999999
1579011924509,-0.31640625,0.2204895,9.840012
1579011924515,-0.28767395,0.2204895,9.883102000000001
1579011924520,-0.29725647,0.21809387,9.828049
1579011924524,-0.29486084,0.18457031,9.818466
1579011924529,-0.26852417,0.21809387,9.842407000000001
1579011924534,-0.2781067,0.20851135,9.878326
1579011924540,-0.306839,0.20851135,9.856766
1579011924545,-0.28529358,0.20132446,9.820862
1579011924549,-0.2589569,0.21330261,9.806488
1579011924555,-0.27571106,0.22766113,9.830428999999999
1579011924559,-0.31880188,0.22766113,9.892685
1579011924565,-0.32359314,0.23005676,9.885498
1579011924570,-0.33557129999999996,0.25160217,9.83522
1579011924575,-0.33557129999999996,0.22286987,9.854385
1579011924579,-0.33557129999999996,0.21090698,9.828049
1579011924584,-0.3283844,0.21569824,9.840012
1579011924591,-0.34992979999999996,0.2252655,9.837616
1579011924596,-0.33796692,0.2252655,9.854385
1579011924600,-0.31401062,0.21569824,9.83522
1579011924606,-0.31401062,0.22286987,9.820862
1579011924611,-0.29486084,0.23484802,9.842407000000001
1579011924616,-0.30923462,0.2204895,9.871139999999999
1579011924621,-0.29486084,0.23005676,9.8471985
1579011924626,-0.2924652,0.21809387,9.825652999999999
1579011924631,-0.2709198,0.23245239999999998,9.895081
