Timestamp,RSSI,Estimote TLM packet
1583857076130,-94,22eeaf86657d2312d501ffffffff522444302e5f
1583857076232,-92,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857076295,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857076333,-91,22eeaf86657d2312d501ffffffff522445302e5f
1583857076448,-91,22eeaf86657d2312d500c203fe0241f0ffffffff
1583857076659,-93,22eeaf86657d2312d500c203fd0241f0ffffffff
1583857076679,-100,223e03d2aaf4265aa500f703be2c50f8ffffffff
1583857076721,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857076770,-93,22eeaf86657d2312d501ffffffff522446302e5f
1583857076784,-100,223e03d2aaf4265aa501ffffffffdd10484c2e61
1583857076801,-102,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583857076822,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857076882,-93,22eeaf86657d2312d500c203fe0241f0ffffffff
1583857076901,-100,223e03d2aaf4265aa500f603bf2c50f8ffffffff
1583857076908,-99,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583857076929,-93,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857076997,-94,22eeaf86657d2312d501ffffffff522446302e5f
1583857077004,-97,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857077014,-99,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583857077106,-100,223e03d2aaf4265aa500f604be2c50f8ffffffff
1583857077110,-92,22eeaf86657d2312d500c102fc0241f0ffffffff
1583857077225,-97,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857077328,-96,223e03d2aaf4265aa500f603be2c50f8ffffffff
1583857077337,-93,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857077427,-101,227bb8ba833ded2db900d12afb0251f0ffffffff
1583857077434,-98,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857077540,-98,223e03d2aaf4265aa500f703be2c50f8ffffffff
1583857077563,-96,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857077643,-98,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857077678,-96,22eeaf86657d2312d501ffffffff522445302e5f
1583857077752,-98,223e03d2aaf4265aa500f703bd2c50f8ffffffff
1583857077788,-95,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857077858,-97,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857077899,-95,22eeaf86657d2312d501ffffffff522444302e5f
1583857078006,-94,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857078113,-94,22eeaf86657d2312d501ffffffff522444302e5f
1583857078223,-94,22eeaf86657d2312d500c203fe0241f0ffffffff
1583857078282,-94,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857078292,-100,223e03d2aaf4265aa501ffffffffdd10464c2e61
1583857078338,-93,22eeaf86657d2312d501ffffffff522444302e5f
1583857078370,-97,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583857078402,-100,223e03d2aaf4265aa500f703be2c50f8ffffffff
1583857078436,-95,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857078502,-93,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857078553,-92,22eeaf86657d2312d501ffffffff522444302e5f
1583857078660,-89,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857078709,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857078983,-96,22eeaf86657d2312d501ffffffff522446302e5f
1583857079098,-99,22eeaf86657d2312d500c101fd0241f0ffffffff
1583857079210,-92,22eeaf86657d2312d501ffffffff522444302e5f
1583857079270,-100,223e03d2aaf4265aa500f604be2c50f8ffffffff
1583857079341,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857079538,-98,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857079557,-97,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857079646,-97,22eeaf86657d2312d501ffffffff522444302e5f
1583857079753,-98,22eeaf86657d2312d500c201fd0241f0ffffffff
1583857079859,-100,22eeaf86657d2312d501ffffffff522444302e5f
1583857079956,-100,22eeaf86657d2312d500c103fd0241f0ffffffff
1583857080167,-98,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857080598,-95,22eeaf86657d2312d500c203fd0241f0ffffffff
1583857081340,-94,22eeaf86657d2312d501ffffffff522449302e5f
1583857083134,-98,22eeaf86657d2312d501ffffffff522446302e5f
1583857083156,-99,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857083702,-101,22eeaf86657d2312d501ffffffff522445302e5f
1583857083791,-97,22eeaf86657d2312d500c103fc0241f0ffffffff
1583857084017,-103,22eeaf86657d2312d500c303fd0241f0ffffffff
1583857088498,-92,22eeaf86657d2312d501ffffffff522445302e5f
1583857088500,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857088543,-94,22eeaf86657d2312d500c201fd0241f0ffffffff
1583857088751,-98,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857088969,-98,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857089070,-98,22eeaf86657d2312d501ffffffff522446302e5f
1583857089172,-98,22eeaf86657d2312d500c103fd0241f0ffffffff
1583857089275,-100,22eeaf86657d2312d501ffffffff522445302e5f
1583857089385,-98,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857089596,-100,22eeaf86657d2312d500c102fe0241f0ffffffff
1583857089701,-98,22eeaf86657d2312d501ffffffff522444302e5f
1583857089812,-97,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857089916,-98,22eeaf86657d2312d501ffffffff522446302e5f
1583857090021,-97,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857090127,-99,22eeaf86657d2312d501ffffffff522445302e5f
1583857090239,-100,22eeaf86657d2312d500c102fe0241f0ffffffff
1583857090551,-97,22eeaf86657d2312d501ffffffff522442302e5f
1583857090675,-96,22eeaf86657d2312d500c103fd0241f0ffffffff
1583857090933,-98,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857090981,-97,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857090988,-98,22eeaf86657d2312d501ffffffff522445302e5f
1583857091100,-99,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857091200,-98,22eeaf86657d2312d501ffffffff522445302e5f
1583857091314,-97,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857091415,-96,22eeaf86657d2312d501ffffffff522444302e5f
1583857091524,-95,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857091641,-97,22eeaf86657d2312d501ffffffff522446302e5f
1583857091747,-96,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857091860,-97,22eeaf86657d2312d501ffffffff522446302e5f
1583857091964,-98,22eeaf86657d2312d500c102fe0241f0ffffffff
1583857092223,-98,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857092484,-92,22eeaf86657d2312d501ffffffff522444302e5f
1583857092669,-98,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857092813,-97,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857092927,-102,22eeaf86657d2312d501ffffffff522446302e5f
1583857093028,-100,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857095211,-98,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857095309,-98,22eeaf86657d2312d501ffffffff522444302e5f
1583857095733,-99,22eeaf86657d2312d501ffffffff522445302e5f
1583857095862,-98,22eeaf86657d2312d500c203fe0241f0ffffffff
1583857096100,-93,22eeaf86657d2312d500c203fe0241f0ffffffff
1583857096122,-95,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857096200,-93,22eeaf86657d2312d501ffffffff522444302e5f
1583857096302,-96,22eeaf86657d2312d500c102fe0241f0ffffffff
1583857096516,-88,22eeaf86657d2312d500c204fd0241f0ffffffff
1583857096626,-92,22eeaf86657d2312d501ffffffff522446302e5f
1583857096730,-94,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857096844,-96,22eeaf86657d2312d501ffffffff522446302e5f
1583857097285,-95,22eeaf86657d2312d501ffffffff522445302e5f
1583857097381,-94,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857097487,-100,22eeaf86657d2312d501ffffffff522444302e5f
1583857097925,-96,22f32a65edd388bbd400fc42000284f0ffffffff
1583857098252,-95,22eeaf86657d2312d500c203fe0241f0ffffffff
1583857098334,-93,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857098354,-94,22eeaf86657d2312d501ffffffff522446302e5f
1583857098564,-92,22eeaf86657d2312d501ffffffff522444302e5f
1583857098666,-100,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857098770,-96,22f32a65edd388bbd400fd42ff0284f0ffffffff
1583857098775,-97,22eeaf86657d2312d501ffffffff522444302e5f
1583857098980,-97,22f32a65edd388bbd400fd42ff0284f0ffffffff
1583857098994,-95,22eeaf86657d2312d501ffffffff522446302e5f
1583857099083,-96,22f32a65edd388bbd401ffffffff46254a9c2f62
1583857099199,-100,22f32a65edd388bbd400fd41ff0284f0ffffffff
1583857099415,-98,22f32a65edd388bbd400fd42ff0284f0ffffffff
1583857100085,-93,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857100118,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857100171,-94,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857100229,-96,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857100274,-102,22eeaf86657d2312d501ffffffff522445302e5f
1583857100374,-100,22f32a65edd388bbd401ffffffff46254b9c2f62
1583857100495,-95,22eeaf86657d2312d501ffffffff522445302e5f
1583857100522,-101,00f32a65edd388bbd460b058d8c302962be4a440
1583857100599,-97,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857100650,-94,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857100700,-89,22eeaf86657d2312d501ffffffff522446302e5f
1583857100758,-93,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857100808,-96,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857100920,-96,22eeaf86657d2312d501ffffffff522446302e5f
1583857100929,-99,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583857101138,-86,22eeaf86657d2312d501ffffffff522445302e5f
1583857101183,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857101282,-100,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857101391,-99,223e03d2aaf4265aa501ffffffffdd10464c2e61
1583857101452,-100,22f32a65edd388bbd401ffffffff46254b9c2f62
1583857101454,-96,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857101560,-87,22eeaf86657d2312d501ffffffff522445302e5f
1583857101670,-89,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857101699,-87,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857101775,-84,22eeaf86657d2312d501ffffffff522444302e5f
1583857101888,-97,22eeaf86657d2312d500c202fc0241f0ffffffff
1583857101907,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857101991,-100,22eeaf86657d2312d501ffffffff522446302e5f
1583857102045,-100,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857102096,-89,22eeaf86657d2312d500c102fe0241f0ffffffff
1583857102201,-89,22eeaf86657d2312d501ffffffff522445302e5f
1583857102279,-103,227bb8ba833ded2db900d029fd0251f0ffffffff
1583857102417,-97,22eeaf86657d2312d501ffffffff522446302e5f
1583857102512,-93,22eeaf86657d2312d500c202fe0241f0ffffffff
1583857102543,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857102570,-97,223e03d2aaf4265aa500f603be2c50f8ffffffff
1583857102674,-99,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857102828,-88,22eeaf86657d2312d501ffffffff522446302e5f
1583857102940,-89,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857102993,-100,223e03d2aaf4265aa500f603be2c50f8ffffffff
1583857103156,-87,22eeaf86657d2312d500c103fd0241f0ffffffff
1583857103166,-85,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857103210,-98,223e03d2aaf4265aa500f603be2c50f8ffffffff
1583857103316,-100,223e03d2aaf4265aa501ffffffffdd10464c2e61
1583857103371,-87,22eeaf86657d2312d500c104fd0241f0ffffffff
1583857103415,-97,223e03d2aaf4265aa500f704bf2c50f8ffffffff
1583857103482,-95,22eeaf86657d2312d501ffffffff522446302e5f
1583857103521,-94,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857103674,-98,227bb8ba833ded2db901ffffffff262448a02d5e
1583857103750,-100,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857103822,-92,22eeaf86657d2312d500c203fd0241f0ffffffff
1583857103861,-100,223e03d2aaf4265aa500f604c02c50f8ffffffff
1583857103894,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857104041,-91,22eeaf86657d2312d500c303fd0241f0ffffffff
1583857104143,-96,22eeaf86657d2312d501ffffffff522446302e5f
1583857104164,-97,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857104241,-92,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857104350,-98,22eeaf86657d2312d501ffffffff522444302e5f
1583857104462,-91,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857104572,-96,22eeaf86657d2312d501ffffffff522445302e5f
1583857104683,-92,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857104767,-102,227bb8ba833ded2db901ffffffff262449a02d5e
1583857104790,-90,22eeaf86657d2312d501ffffffff522445302e5f
1583857104905,-87,22eeaf86657d2312d500c102fe0241f0ffffffff
1583857104914,-98,22f32a65edd388bbd401ffffffff46254b9c2f62
1583857104921,-94,223e03d2aaf4265aa500f603bf2c50f8ffffffff
1583857104983,-101,227bb8ba833ded2db901ffffffff26244aa02d5e
1583857105008,-94,22eeaf86657d2312d501ffffffff522444302e5f
1583857105035,-100,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857105250,-98,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857105261,-94,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857105309,-101,227bb8ba833ded2db900d02afb0251f0ffffffff
1583857105338,-96,22eeaf86657d2312d500c102fd0241f0ffffffff
1583857105441,-87,22eeaf86657d2312d501ffffffff522444302e5f
1583857105547,-91,22eeaf86657d2312d500c202fd0241f0ffffffff
1583857105567,-97,223e03d2aaf4265aa500f503be2c50f8ffffffff
1583857105650,-94,22eeaf86657d2312d501ffffffff522445302e5f
1583857105671,-89,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857105780,-95,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857105862,-90,22eeaf86657d2312d501ffffffff522444302e5f
1583857106191,-88,22eeaf86657d2312d500c103fe0241f0ffffffff
1583857106322,-93,223e03d2aaf4265aa501ffffffffdd10484c2e61
1583857106522,-86,22eeaf86657d2312d501ffffffff522444302e5f
1583857106608,-81,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857106628,-81,22eeaf86657d2312d500c103fd0241f0ffffffff
1583857106710,-85,00eeaf86657d2312d53aa04ff581ccbd35946440
1583857106737,-87,22eeaf86657d2312d501ffffffff522444302e5f
1583857106837,-84,22eeaf86657d2312d500c201fd0241f0ffffffff
1583857106900,-93,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583857106967,-92,223e03d2aaf4265aa501ffffffffdd10474c2e61
1583857107003,-94,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583857107009,-95,227bb8ba833ded2db900d029fb0251f0ffffffff
1583857107049,-84,22eeaf86657d2312d500c203fd0241f0ffffffff
1583857107101,-102,22318da9517131bfab00fdfcbe0c51f8ffffffff
1583857107152,-88,22eeaf86657d2312d501ffffffff522444302e5f
