Timestamp,RSSI,Estimote TLM packet
1583853785787,-97,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583853785843,-97,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853785893,-94,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583853785960,-98,22eeaf86657d2312d500c102fd0246f0ffffffff
1583853786045,-97,223e03d2aaf4265aa501ffffffffa61046582e61
1583853786054,-100,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853786070,-101,22eeaf86657d2312d501ffffffff512443202e5f
1583853786272,-98,223e03d2aaf4265aa501ffffffffa61046582e61
1583853786285,-94,22eeaf86657d2312d501ffffffff512443202e5f
1583853786398,-94,22eeaf86657d2312d500c202fd0246f0ffffffff
1583853786467,-93,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853786478,-99,223e03d2aaf4265aa501ffffffffa61047582e61
1583853786496,-92,22eeaf86657d2312d501ffffffff512444202e5f
1583853786573,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853786606,-92,22eeaf86657d2312d500c102fd0246f0ffffffff
1583853786682,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853786692,-99,223e03d2aaf4265aa501ffffffffa61048582e61
1583853786798,-98,223e03d2aaf4265aa50012ff402d4df8ffffffff
1583853786892,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787000,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787002,-100,223e03d2aaf4265aa50012ff3f2d4df8ffffffff
1583853787227,-89,22eeaf86657d2312d500c102fe0246f0ffffffff
1583853787313,-89,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787334,-90,22eeaf86657d2312d501ffffffff512444202e5f
1583853787421,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787522,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787623,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787667,-91,22eeaf86657d2312d500c103fd0246f0ffffffff
1583853787776,-91,22eeaf86657d2312d501ffffffff512444202e5f
1583853787834,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787878,-90,22eeaf86657d2312d500c203fd0246f0ffffffff
1583853787935,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853787992,-92,22eeaf86657d2312d501ffffffff512444202e5f
1583853788039,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853788101,-92,22eeaf86657d2312d500c202fd0246f0ffffffff
1583853788175,-100,223e03d2aaf4265aa501ffffffffa61047582e61
1583853788197,-95,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583853788278,-91,223e03d2aaf4265aa50012ff3f2d4df8ffffffff
1583853788439,-92,22eeaf86657d2312d501ffffffff512443202e5f
1583853788549,-89,22eeaf86657d2312d500c102fd0246f0ffffffff
1583853788566,-89,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853788595,-97,223e03d2aaf4265aa501ffffffffa61046582e61
1583853788751,-94,22eeaf86657d2312d500c203fd0246f0ffffffff
1583853788857,-93,22eeaf86657d2312d501ffffffff512444202e5f
1583853788967,-97,22eeaf86657d2312d500c202fc0246f0ffffffff
1583853789031,-97,223e03d2aaf4265aa501ffffffffa61044582e61
1583853789080,-99,22eeaf86657d2312d501ffffffff512445202e5f
1583853789187,-94,22eeaf86657d2312d500c102fd0246f0ffffffff
1583853789288,-96,00eeaf86657d2312d53aa04ff581ccbd35946440
1583853789395,-99,227bb8ba833ded2db901ffffffff252447682d5e
1583853789407,-102,22eeaf86657d2312d500c202fd0246f0ffffffff
1583853789456,-95,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583853789570,-97,223e03d2aaf4265aa50011ff402d4ef8ffffffff
1583853789735,-97,22eeaf86657d2312d501ffffffff512444202e5f
