Timestamp,RSSI,Estimote TLM packet
1583845159122,-94,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845159160,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845159264,-96,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845159331,-96,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845159444,-94,22eeaf86657d2312d500c102fe0125f0ffffffff
1583845159572,-91,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845159655,-89,22eeaf86657d2312d500c103fd0125f0ffffffff
1583845159871,-90,22eeaf86657d2312d500c203fe0125f0ffffffff
1583845159896,-89,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845159986,-88,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845160001,-88,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845160216,-87,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845160221,-88,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845160438,-86,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845160538,-88,22eeaf86657d2312d500c102fe0126f0ffffffff
1583845160639,-86,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845160647,-86,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845160743,-87,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845160863,-88,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845161063,-90,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845161082,-92,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845161195,-93,22eeaf86657d2312d500c202fe0126f0ffffffff
1583845161306,-91,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845161370,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845161409,-91,22eeaf86657d2312d500c103fe0127f0ffffffff
1583845161514,-96,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845161616,-96,22eeaf86657d2312d500c203fe0127f0ffffffff
1583845161680,-96,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845161721,-97,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845162055,-98,22eeaf86657d2312d500c102fe0127f0ffffffff
1583845162157,-94,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845162262,-93,22eeaf86657d2312d500c102fe0128f0ffffffff
1583845162356,-102,003e03d2aaf4265aa5cb880e0f1e22d407946440
1583845162374,-94,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845162425,-97,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845162487,-97,22eeaf86657d2312d500c102fd0128f0ffffffff
1583845162596,-91,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845162638,-92,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845162693,-93,22eeaf86657d2312d500c102ff0128f0ffffffff
1583845162805,-93,22eeaf86657d2312d501ffffffff4f2446302e5f
1583845162835,-93,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845162942,-100,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845163122,-94,22eeaf86657d2312d500c202fd0128f0ffffffff
1583845163188,-99,223e03d2aaf4265aa501ffffffff58054b302e61
1583845163338,-100,22eeaf86657d2312d500c202fd0129f0ffffffff
1583845163361,-98,00eeaf86657d2312d53aa04ff581ccbd35946440
1583845163398,-100,223e03d2aaf4265aa501ffffffff58054b302e61
